id,order_id,product_id,quantity,unit_price
557,183,33,3,492
558,183,25,4,2006
559,184,36,1,353
560,184,48,3,1131
561,184,40,4,1223
562,185,49,2,1092
563,185,19,4,1026
564,185,44,1,1065
565,186,48,1,1845
566,186,3,4,1443
567,187,17,2,959
568,187,38,3,323
569,187,22,4,934
570,187,3,2,1621
571,187,39,1,2861
572,188,43,3,2309
573,188,37,3,598
574,188,46,3,2452
575,188,15,2,2432
576,188,5,2,2003
577,189,35,4,676
578,189,23,2,1173
579,189,43,3,1656
580,189,24,3,1194
581,189,49,4,2599
582,190,8,3,2125
583,191,42,2,463
584,191,44,3,1862
585,192,25,3,2512
586,193,2,3,2406
587,193,33,4,2293
588,193,3,3,2968
589,194,21,1,693
590,194,11,1,2867
591,195,14,2,2037
592,196,14,4,2948
593,197,48,2,397
594,198,46,3,455
595,198,6,1,522
596,198,12,3,2585
597,198,5,2,1359
598,199,25,4,2881
599,199,26,4,1595
600,199,2,4,784
601,199,35,1,2927
602,200,5,1,597
603,200,23,1,1487
604,200,44,3,2784
605,200,6,3,2092
606,200,25,4,426
607,201,11,2,858
608,201,48,4,2535
609,201,19,2,1520
610,201,44,3,345
611,202,36,2,804
612,202,3,1,2645
613,202,39,4,2500
614,202,36,1,1548
615,202,14,3,1167
616,203,42,2,959
617,203,12,2,2826
618,203,17,2,769
619,203,12,1,2548
620,204,42,1,1490
621,204,43,1,1326
622,204,7,2,2678
623,204,32,3,1762
624,205,43,2,709
625,205,19,1,1092
626,206,32,4,1644
627,206,40,3,2692
628,206,10,3,1595
629,207,11,1,1582
630,207,16,2,2924
631,207,28,3,1772
632,207,9,3,2265
633,208,29,3,1551
634,208,32,1,1019
635,208,42,1,1449
636,208,9,2,1378
637,209,47,1,376
638,210,41,1,2683
639,210,38,4,2716
640,210,14,1,2559
641,210,17,4,2978
642,210,50,2,1798
643,211,15,3,848
644,211,30,1,1925
645,211,24,1,1278
646,211,40,2,2405
647,212,29,2,1033
648,212,37,2,2280
649,213,3,2,2297
650,213,15,1,1382
651,213,24,2,475
652,214,34,3,1889
653,214,31,4,490
654,215,42,3,722
655,216,41,3,1378
656,216,38,2,1842
657,216,42,4,1796
658,216,38,1,2416
659,216,17,4,1212
660,217,26,3,1713
661,217,32,4,2774
662,217,1,2,2101
663,217,11,2,615
664,217,33,3,1166
665,218,12,2,1783
666,218,39,1,1243
667,219,22,1,2272
668,219,44,4,2262
669,219,14,2,2951
670,219,27,1,1298
671,220,9,2,851
672,221,3,2,529
673,221,11,3,1037
674,221,34,4,2754
675,221,37,1,1461
676,221,6,2,2139
677,222,31,4,998
678,222,15,4,2761
679,222,10,2,2852
680,222,43,3,986
681,222,47,3,2157
682,223,38,1,1241
683,223,25,4,841
684,223,7,1,1128
685,223,34,4,912
686,223,39,1,1026
687,224,40,1,2476
688,224,33,1,681
689,224,31,2,2771
690,224,35,1,2959
691,225,34,4,1817
692,225,3,4,1239
693,225,31,4,1735
694,225,38,1,2042
695,226,17,4,1252
696,226,6,3,2750
697,227,27,3,1074
698,227,1,1,2667
699,227,34,1,2428
700,227,1,4,2981
701,227,14,3,1974
702,228,7,2,2045
703,228,42,3,1370
704,228,35,4,2612
705,229,40,3,1927
706,229,49,2,1992
707,229,36,4,1032
708,230,36,4,1339
709,230,20,3,1930
710,230,48,2,3000
711,231,48,2,2129
712,232,7,2,2382
713,232,26,3,2555
714,233,45,1,958
715,233,25,1,673
716,233,10,4,2758
717,233,28,1,562
718,233,17,2,1818
719,234,39,1,1874
720,235,40,3,2747
721,235,4,2,2922
722,235,32,4,343
723,235,13,3,1097
724,236,39,2,2819
725,237,44,1,1773
726,237,16,1,944
727,238,18,4,1746
728,239,26,2,2420
729,239,1,1,669
730,239,36,3,2590
731,239,38,3,1723
732,240,15,2,2162
733,240,26,1,1369
734,240,12,4,2373
735,241,36,1,2360
736,242,22,1,2402
737,242,17,3,2113
738,242,25,4,1296
739,243,50,4,2187
740,243,38,1,2274
741,243,8,3,576
742,244,41,2,1241
743,244,21,4,1746
744,244,34,1,1378
745,244,16,3,680
746,245,44,3,611
747,245,36,2,2251
748,245,21,3,1195
749,245,37,3,1048
750,246,32,2,1261
751,246,48,2,1387
752,247,15,2,1322
753,247,40,3,938
754,248,8,1,2317
755,249,1,1,2275
756,249,24,3,2316
757,249,37,3,2310
758,249,12,3,1929
759,249,15,2,521
760,250,28,4,2514
761,250,3,3,1912
762,250,44,2,2172
763,250,8,4,1592
764,250,45,1,348
765,251,25,1,1632
766,251,24,3,1066
767,252,17,2,1403
768,252,31,3,1798
769,252,12,4,2036
770,252,14,4,1824
771,252,24,4,1445
772,253,12,2,2658
773,253,44,2,709
774,253,47,3,1265
775,253,36,4,1860
776,254,10,2,2237
777,254,1,2,2026
778,255,9,3,2293
779,255,20,3,2602
780,255,37,1,1931
781,255,7,2,545
782,256,17,4,2879
783,256,7,4,1670
784,257,24,3,2595
785,257,36,3,1709
786,257,2,4,796
787,258,44,2,2662
788,258,37,2,1465
789,258,23,3,2390
790,259,50,4,621
791,259,25,3,2199
792,259,41,2,986
793,259,41,3,2027
794,260,37,4,592
795,260,6,2,1707
796,260,15,3,1597
797,260,42,3,1395
798,260,39,4,1411
799,261,50,3,2704
800,261,34,4,1995
801,261,11,2,394
802,261,9,2,1330
803,262,14,2,1926
804,263,7,1,2238
805,264,4,1,1926
806,264,34,1,725
807,264,17,2,645
808,264,42,4,1567
809,264,15,2,1463
810,265,41,2,837
811,265,34,2,417
812,265,3,3,1632
813,265,31,4,2514
814,266,36,4,853
815,266,45,2,2720
816,266,39,4,2884
817,267,28,3,1722
818,267,31,2,666
819,267,29,3,1798
820,267,27,3,937
821,267,20,1,300
822,268,49,2,1708
823,268,19,4,2491
824,268,1,4,2254
825,268,20,1,2063
826,268,19,2,329
827,269,24,2,1986
828,269,36,4,1916
829,269,16,2,2945
830,269,25,4,1203
831,269,17,1,2029
832,270,34,3,1466
833,270,42,3,1991
834,271,5,2,859
835,271,19,1,2908
836,272,40,4,1414
837,272,45,4,1069
838,272,21,1,923
839,272,4,1,1061
840,273,19,3,812
841,274,47,1,1253
842,274,6,2,360
843,274,32,2,1700
844,274,27,3,2341
845,275,30,1,1652
846,275,6,2,529
847,275,18,4,592
848,276,31,2,1087
849,276,17,4,351
850,276,8,2,1876
851,276,50,4,1312
852,276,48,1,1115
853,277,48,1,2434
854,277,43,2,2236
855,277,25,3,1623
856,277,11,1,2551
857,278,8,3,2271
858,278,41,3,1113
859,278,24,1,1192
860,278,8,2,2892
861,278,28,3,361
862,279,18,1,1921
863,279,16,1,472
864,280,45,4,2742
865,280,10,3,666
866,280,16,2,2347
867,280,6,3,2860
868,280,4,1,1756
869,281,45,1,815
870,281,32,2,1597
871,282,42,3,2096
872,282,47,2,387
873,282,45,4,1767
874,282,47,2,1326
875,282,3,4,2092
876,283,19,4,1077
877,283,37,2,2526
878,283,23,3,2218
879,283,18,2,582
880,283,34,2,2140
881,284,17,3,2159
882,284,1,4,1059
883,284,2,3,2840
884,285,21,1,2996
885,285,35,4,1077
886,286,44,4,2558
887,286,10,3,1621
888,286,27,3,752
889,286,7,1,479
890,286,9,2,428
891,287,7,4,1084
892,287,7,1,2638
893,288,43,4,2453
894,288,40,3,501
895,288,24,2,2781
896,288,46,1,353
897,289,42,4,627
898,289,30,1,1778
899,290,48,4,1811
900,290,46,1,2826
901,290,18,1,588
902,290,20,1,1184
903,290,34,1,714
904,291,35,4,1076
905,291,13,2,2634
906,292,36,4,732
907,292,50,3,2178
908,293,7,2,1038
909,293,36,4,2367
910,293,22,2,2486
911,293,39,4,1743
912,294,36,3,1822
913,294,27,4,1624
914,294,39,2,2606
915,295,14,4,2553
916,295,48,3,1774
917,295,29,4,1926
918,295,1,1,1465
919,295,39,1,2420
920,296,20,1,1530
921,296,15,2,1589
922,297,50,3,2567
923,298,36,2,686
924,298,3,4,1756
925,298,10,2,1385
926,298,24,2,1254
927,298,17,3,676
928,299,26,2,616
929,299,47,3,2276
930,299,12,4,2660
931,299,7,3,453
932,299,47,4,621
933,300,50,3,1725
934,301,27,1,1228
935,301,48,1,2896
936,301,50,4,521
937,301,20,1,1607
938,302,37,2,1638
939,302,33,2,927
940,302,4,4,2125
941,302,49,1,1209
942,302,28,3,1915
943,303,9,3,638
944,303,31,1,2545
945,304,17,1,1932
946,304,33,4,834
947,304,49,2,2269
948,304,36,2,2298
949,305,42,2,2598
950,305,40,2,1292
951,305,5,3,2061
952,305,21,1,760
953,306,28,3,1726
954,306,13,3,1711
955,306,39,1,1548
956,306,11,3,2824
957,307,40,2,2104
958,307,3,2,1117
959,307,44,3,938
960,307,49,1,760
961,308,16,2,1478
962,309,22,1,1549
963,310,31,1,1659
964,310,14,2,1134
965,310,35,3,2547
966,310,31,2,375
967,311,38,1,1346
968,311,11,1,1463
969,311,13,3,517
970,311,30,1,572
971,312,43,3,1775
972,312,7,1,1498
973,312,42,4,1246
974,312,25,1,1592
975,313,39,1,1063
976,313,13,4,2596
977,313,46,1,462
978,313,16,3,1666
979,314,26,2,375
980,314,23,3,1755
981,314,41,3,1267
982,314,33,3,553
983,315,25,1,2573
984,315,18,2,921
985,315,22,4,2990
986,316,6,4,2432
987,316,44,2,2009
988,317,37,2,2046
989,317,20,3,2139
990,318,9,2,2972
991,318,9,2,865
992,318,20,2,2061
993,318,50,2,2987
994,318,37,2,1600
995,319,36,1,1054
996,320,10,1,1605
997,320,27,4,1542
998,320,29,3,922
999,321,7,2,1056
1000,321,2,3,2780
1001,322,40,2,2742
1002,322,15,2,406
1003,322,23,1,2252
1004,322,9,4,2960
1005,322,24,2,1887
1006,323,31,2,970
1007,323,13,2,432
1008,323,27,1,1405
1009,323,27,2,1130
1010,324,5,2,2099
1011,324,40,4,1630
1012,325,16,4,1958
1013,325,50,1,2790
1014,325,48,4,1581
1015,325,26,1,2432
1016,326,29,4,473
1017,327,34,4,460
1018,327,36,4,2414
1019,328,13,3,2100
1020,329,20,3,2189
1021,329,11,4,1505
1022,329,40,1,2417
1023,329,10,4,2946
1024,330,6,1,1036
1025,330,50,2,1910
1026,330,27,3,2146
1027,330,2,2,2158
1028,331,46,2,2162
1029,331,6,3,1627
1030,331,45,2,806
1031,331,6,1,2140
1032,331,41,3,649
1033,332,46,4,2395
1034,332,40,2,1851
1035,332,36,4,479
1036,332,50,2,1672
1037,332,37,2,964
1038,333,12,1,2018
1039,333,20,3,2127
1040,334,41,2,781
1041,334,9,2,314
1042,334,40,3,350
1043,335,32,4,2526
1044,335,1,4,1274
1045,335,14,4,2158
1046,335,27,4,625
1047,336,39,1,1302
1048,336,36,3,2838
1049,336,41,2,500
1050,336,12,2,525
1051,336,42,3,450
1052,337,3,3,1656
1053,337,6,1,746
1054,338,12,2,1464
1055,338,40,2,2165
1056,338,48,3,446
1057,338,6,3,1622
1058,339,25,1,2050
1059,339,36,1,1499
1060,339,31,2,799
1061,340,22,4,2448
1062,340,14,2,2806
1063,340,4,1,2640
1064,341,6,4,2777
1065,341,46,3,2049
1066,341,39,3,1363
1067,341,34,3,831
1068,341,40,4,2428
1069,342,32,2,2796
1070,342,15,3,1092
1071,342,1,1,398
1072,342,30,1,1149
1073,343,27,4,486
1074,343,22,3,2595
1075,343,41,2,346
1076,343,41,2,1453
1077,343,17,1,1560
1078,344,33,3,325
1079,344,8,3,1698
1080,344,26,1,1019
1081,345,22,3,2262
1082,345,31,1,2944
1083,346,31,2,2869
1084,346,30,3,2194
1085,347,48,1,2434
1086,347,20,3,2574
1087,347,35,1,1153
1088,347,37,3,1748
1089,348,10,3,427
1090,349,25,2,2638
1091,349,39,4,1067
1092,349,39,1,1562
1093,350,46,1,1412
1094,350,27,1,2335
1095,350,16,3,2151
1096,351,14,3,1016
1097,351,8,3,453
1098,351,50,2,679
1099,352,33,1,2276
1100,352,33,2,1079
1101,352,22,4,2444
1102,352,20,3,886
1103,353,34,2,1140
1104,354,30,4,2439
1105,355,1,3,480
1106,356,6,3,2212
1107,356,3,1,2432
1108,356,50,3,392
1109,356,37,3,2916
1110,356,14,3,1121
1111,357,19,3,2480
1112,357,21,4,781
1113,358,10,2,1420
1114,358,8,1,2851
1115,358,36,1,1146
1116,359,23,3,1410
1117,359,10,3,2651
1118,359,16,2,591
1119,359,20,3,2514
1120,359,29,1,832
1121,360,31,1,733
1122,361,4,1,2046
1123,361,26,2,2741
1124,361,38,4,2824
1125,361,23,3,1661
1126,362,46,1,2207
1127,362,37,2,680
1128,363,7,4,1571
1129,363,44,4,2227
1130,363,15,2,888
1131,363,40,3,1788
1132,364,12,3,1630
1133,364,30,4,423
1134,364,5,4,762
1135,364,23,4,2189
1136,365,19,3,2775
1137,365,37,2,2380
1138,366,26,1,1634
1139,367,42,1,1537
1140,367,35,4,1941
1141,367,38,4,1277
1142,367,40,2,2544
1143,367,11,4,1872
1144,368,22,2,2720
1145,369,28,3,2530
1146,369,45,2,1008
1147,369,43,1,2651
1148,369,32,1,2725
1149,370,30,3,2573
1150,370,7,4,1021
1151,370,20,4,585
1152,370,39,1,2742
1153,370,50,4,1641
1154,371,42,1,670
1155,371,14,2,2678
1156,371,49,1,900
1157,371,43,2,2155
1158,372,19,4,2821
1159,372,37,4,1101
1160,372,14,3,1527
1161,372,37,3,2080
1162,372,46,3,665
1163,373,1,4,822
1164,373,19,1,1812
1165,373,36,1,303
1166,373,46,3,749
1167,373,19,1,1263
1168,374,45,4,2860
1169,374,21,4,1963
1170,374,25,4,2532
1171,374,14,2,2245
1172,375,13,4,1775
1173,375,27,2,1481
1174,376,9,1,593
1175,376,42,1,889
1176,377,43,4,856
1177,377,6,2,2930
1178,377,27,4,2775
1179,377,28,2,2161
1180,378,28,4,1875
1181,378,23,2,1061
1182,378,28,1,2667
1183,378,32,2,2355
1184,378,18,4,2537
1185,379,24,1,455
1186,379,37,4,1809
1187,379,8,4,627
1188,379,10,3,2204
1189,379,34,1,2443
1190,380,6,2,2235
1191,380,41,1,2895
1192,380,35,3,2811
1193,380,4,3,2491
1194,380,50,1,2220
1195,381,33,4,2650
1196,381,47,3,2024
1197,381,23,3,1484
1198,381,11,1,2747
1199,382,47,3,551
1200,382,41,4,2668
1201,382,11,1,2988
1202,383,48,1,1474
1203,383,32,1,819
1204,383,33,1,1438
1205,384,9,3,1427
1206,384,17,1,756
1207,384,39,2,2723
1208,385,43,4,1814
1209,385,12,3,1267
1210,386,12,1,1704
1211,386,6,2,2739
1212,386,10,4,1991
1213,386,50,4,1274
1214,387,47,2,1163
1215,387,37,3,522
1216,387,42,3,775
1217,387,4,2,2200
1218,388,31,3,2250
1219,388,48,2,1855
1220,388,44,4,2243
1221,388,17,2,2472
1222,389,1,3,2138
1223,389,25,3,2471
1224,389,44,1,698
1225,389,35,3,2068
1226,390,42,3,1672
1227,390,18,3,702
1228,390,17,4,2188
1229,390,50,2,2711
1230,390,50,2,2429
1231,391,44,2,1583
1232,391,36,1,334
1233,391,5,1,1984
1234,392,34,1,2126
1235,393,15,3,1331
1236,393,13,1,397
1237,393,40,1,532
1238,394,43,2,2755
1239,394,41,1,791
1240,394,6,2,1839
1241,394,43,2,754
1242,394,45,2,1337
1243,395,30,1,2916
1244,395,30,3,2048
1245,395,45,3,1354
1246,396,50,1,1435
1247,396,50,1,1867
1248,397,22,1,1357
1249,397,17,2,2104
1250,397,5,4,1121
1251,397,40,4,1030
1252,398,7,2,2514
1253,398,50,4,1194
1254,398,40,1,2108
1255,398,46,3,723
1256,399,5,1,2640
1257,400,50,4,376
1258,400,32,2,2974
1259,400,41,1,454
1260,401,18,2,1650
1261,401,26,1,2411
1262,401,46,4,2258
1263,401,28,4,587
1264,402,15,1,1874
1265,402,45,4,796
1266,402,37,3,1665
1267,402,44,3,1940
1268,402,4,1,1796
1269,403,22,1,2182
1270,403,49,3,2953
1271,403,13,2,2571
1272,403,3,4,1082
1273,403,20,4,737
