id,order_id,payment_method,amount
83,73,bank_transfer,300
84,74,credit_card,3000
85,75,credit_card,1900
86,76,coupon,200
87,77,credit_card,0
88,77,bank_transfer,1900
89,78,bank_transfer,2600
90,79,credit_card,1800
91,79,credit_card,900
92,80,gift_card,300
93,81,coupon,200
94,82,credit_card,800
95,83,credit_card,100
96,84,bank_transfer,2500
97,85,bank_transfer,1700
98,86,coupon,2300
99,87,gift_card,3000
100,87,credit_card,2600
101,88,credit_card,2900
102,89,bank_transfer,2200
103,90,bank_transfer,200
104,91,credit_card,1900
105,92,bank_transfer,1500
106,92,coupon,200
107,93,gift_card,2600
108,94,coupon,700
109,95,coupon,2400
110,96,gift_card,1700
111,97,bank_transfer,1400
112,98,bank_transfer,1000
113,99,credit_card,2400
114,100,credit_card,4622
115,100,bank_transfer,1798
116,101,coupon,411
117,102,credit_card,2508
118,103,coupon,3844
119,103,bank_transfer,1233
120,104,credit_card,1097
121,105,coupon,3741
122,106,credit_card,911
123,107,credit_card,1154
124,108,gift_card,847
125,109,bank_transfer,809
126,110,credit_card,4353
127,111,credit_card,3914
128,112,bank_transfer,806
129,112,bank_transfer,2778
130,113,coupon,1022
131,114,credit_card,1759
132,114,gift_card,4772
133,115,bank_transfer,265
134,116,credit_card,3281
135,117,bank_transfer,1802
136,118,coupon,1440
137,119,gift_card,1732
138,120,credit_card,1279
139,121,bank_transfer,926
140,122,gift_card,1954
141,122,credit_card,3757
142,123,coupon,4768
143,124,credit_card,1659
144,124,credit_card,3625
145,125,bank_transfer,3315
146,126,credit_card,3056
147,126,coupon,4545
148,127,credit_card,2099
149,128,bank_transfer,4173
150,129,gift_card,3412
151,130,credit_card,4651
152,130,coupon,2620
153,131,credit_card,1120
154,132,coupon,3863
155,133,credit_card,3680
156,134,credit_card,4007
157,135,bank_transfer,1130
158,136,bank_transfer,3461
159,137,gift_card,4162
160,138,bank_transfer,3575
161,139,credit_card,2583
162,140,bank_transfer,1962
163,141,credit_card,4806
164,142,credit_card,2801
165,143,coupon,3820
166,144,coupon,2335
167,145,credit_card,4177
168,146,credit_card,573
169,147,coupon,3557
170,148,bank_transfer,1564
171,149,credit_card,1103
172,149,bank_transfer,2900
173,150,bank_transfer,4621
174,151,bank_transfer,372
175,152,credit_card,2930
176,153,gift_card,4729
177,154,bank_transfer,603
178,155,credit_card,3166
179,155,bank_transfer,1825
180,156,gift_card,4588
181,157,gift_card,2078
182,158,gift_card,1522
183,159,credit_card,3586
184,160,bank_transfer,2237
185,161,credit_card,364
186,162,credit_card,4308
187,162,coupon,4172
188,163,credit_card,2519
189,164,credit_card,2084
190,165,credit_card,2431
191,166,gift_card,3295
192,167,credit_card,2411
193,168,credit_card,805
194,169,bank_transfer,3602
195,169,credit_card,320
196,170,bank_transfer,1443
197,170,credit_card,3404
198,171,gift_card,2757
199,172,coupon,4397
200,173,credit_card,2445
201,174,credit_card,1016
202,175,bank_transfer,4920
203,176,coupon,2585
204,177,credit_card,2020
205,178,bank_transfer,2481
206,179,credit_card,4568
207,180,credit_card,3332
208,180,credit_card,4271
209,181,credit_card,4677
210,182,coupon,2035
211,183,credit_card,3455
212,183,gift_card,2101
213,184,credit_card,4105
214,185,credit_card,2744
215,185,credit_card,1377
216,186,credit_card,4794
217,187,credit_card,4212
218,188,credit_card,887
219,188,credit_card,3502
220,189,gift_card,4079
221,189,bank_transfer,4841
222,190,credit_card,4242
223,191,coupon,2751
224,192,gift_card,1433
225,193,credit_card,4831
226,194,coupon,245
227,194,credit_card,1913
228,195,gift_card,4203
229,195,bank_transfer,4294
230,196,bank_transfer,2131
231,197,coupon,4156
232,198,bank_transfer,867
233,198,credit_card,3687
234,199,coupon,1242
235,200,credit_card,4459
236,201,credit_card,1816
237,202,gift_card,1131
238,203,coupon,4256
239,204,bank_transfer,4497
240,205,credit_card,4681
241,206,coupon,275
242,207,credit_card,3767
243,208,bank_transfer,2420
244,209,credit_card,3244
245,209,bank_transfer,1559
246,210,credit_card,4486
247,211,gift_card,3241
248,212,bank_transfer,2258
249,212,coupon,3991
250,213,credit_card,1308
251,214,bank_transfer,4081
252,215,credit_card,3610
253,216,credit_card,4054
254,217,credit_card,2754
255,218,credit_card,968
256,219,coupon,2911
257,219,credit_card,700
258,220,coupon,1481
259,220,credit_card,3070
260,221,credit_card,3025
261,221,bank_transfer,315
262,222,credit_card,2528
263,223,bank_transfer,2704
264,224,bank_transfer,3503
265,225,bank_transfer,4632
266,226,credit_card,1448
267,227,bank_transfer,1973
268,228,credit_card,2353
269,229,credit_card,1237
270,229,gift_card,4478
271,230,bank_transfer,3337
272,230,credit_card,4915
273,231,bank_transfer,2471
274,231,gift_card,4078
275,232,credit_card,221
276,233,credit_card,948
277,234,credit_card,1374
278,234,credit_card,4095
279,235,credit_card,837
280,236,credit_card,4391
281,237,coupon,4064
282,238,credit_card,4299
283,239,credit_card,4788
284,240,coupon,3358
285,241,credit_card,2753
286,242,credit_card,4547
287,242,credit_card,1952
288,243,bank_transfer,2475
289,244,gift_card,3781
290,245,coupon,4214
291,245,bank_transfer,2252
292,246,bank_transfer,3766
293,247,credit_card,407
294,248,gift_card,4018
295,249,bank_transfer,3674
296,250,bank_transfer,4785
297,251,coupon,3265
298,252,bank_transfer,287
299,253,coupon,3157
300,254,credit_card,245
301,254,bank_transfer,2742
302,255,credit_card,3221
303,256,bank_transfer,306
304,257,credit_card,474
305,257,bank_transfer,2452
306,258,coupon,559
307,259,credit_card,668
308,260,gift_card,449
309,260,gift_card,4056
310,261,bank_transfer,3923
311,261,coupon,1623
312,262,bank_transfer,4669
313,263,credit_card,3227
314,264,bank_transfer,1454
315,265,gift_card,1278
316,266,coupon,1178
317,267,coupon,710
318,268,credit_card,4657
319,269,gift_card,1790
320,270,bank_transfer,336
321,270,credit_card,2792
322,271,bank_transfer,3200
323,272,credit_card,3502
324,272,coupon,703
325,273,credit_card,4308
326,274,bank_transfer,2384
327,275,credit_card,3832
328,276,credit_card,1827
329,277,coupon,1616
330,277,bank_transfer,226
331,278,credit_card,4792
332,279,credit_card,2997
333,280,bank_transfer,905
334,281,coupon,922
335,281,credit_card,941
336,282,bank_transfer,907
337,283,credit_card,364
338,284,gift_card,285
339,285,bank_transfer,3268
340,286,credit_card,2221
341,287,gift_card,1765
342,288,credit_card,636
343,289,bank_transfer,2551
344,290,credit_card,1350
345,291,credit_card,3591
346,291,credit_card,1742
347,292,credit_card,1650
348,293,credit_card,3801
349,294,credit_card,4213
350,295,bank_transfer,3178
351,296,gift_card,4484
352,297,gift_card,1596
353,298,gift_card,4994
354,299,credit_card,4606
355,300,credit_card,3754
356,300,credit_card,2564
357,301,credit_card,4326
358,302,gift_card,2403
359,302,credit_card,4404
360,303,credit_card,1987
361,304,credit_card,457
362,305,bank_transfer,1727
363,306,credit_card,4027
364,307,credit_card,3249
365,307,bank_transfer,3295
366,308,credit_card,2840
367,308,bank_transfer,1056
368,309,gift_card,264
369,310,coupon,4095
370,311,credit_card,1020
371,312,credit_card,2709
372,313,coupon,4679
373,314,gift_card,378
374,315,gift_card,3939
375,316,bank_transfer,3763
376,316,bank_transfer,3471
377,317,gift_card,2195
378,318,bank_transfer,3257
379,319,credit_card,4153
380,319,bank_transfer,3486
381,320,credit_card,2119
382,321,credit_card,3648
383,321,coupon,2406
384,322,coupon,433
385,322,credit_card,4395
386,323,credit_card,4493
387,324,bank_transfer,1343
388,325,bank_transfer,2929
389,326,credit_card,2733
390,327,gift_card,3035
391,328,coupon,1554
392,329,credit_card,1408
393,330,credit_card,2668
394,331,credit_card,1712
395,332,gift_card,1865
396,333,credit_card,2204
397,334,bank_transfer,4749
398,335,credit_card,4110
399,336,credit_card,1018
400,337,bank_transfer,3428
401,338,coupon,3282
402,339,bank_transfer,2188
403,340,coupon,1252
404,341,gift_card,1293
405,342,gift_card,2879
406,343,gift_card,3678
407,344,coupon,4575
408,344,credit_card,3041
409,345,bank_transfer,420
410,346,bank_transfer,1659
411,347,credit_card,3167
412,348,bank_transfer,213
413,349,bank_transfer,3461
414,349,credit_card,2084
415,350,coupon,1739
416,351,credit_card,2673
417,352,credit_card,2981
418,353,bank_transfer,1673
419,354,credit_card,2534
420,355,coupon,4137
421,356,credit_card,3654
422,357,credit_card,3462
423,358,gift_card,1071
424,358,coupon,876
425,359,bank_transfer,1030
426,360,gift_card,300
427,361,credit_card,1254
428,362,bank_transfer,3345
429,362,bank_transfer,3924
430,363,coupon,3490
431,364,gift_card,646
432,365,coupon,2318
433,366,bank_transfer,3888
434,367,credit_card,4079
435,367,bank_transfer,2944
436,368,credit_card,1114
437,368,gift_card,1665
438,369,bank_transfer,3341
439,370,credit_card,256
440,371,bank_transfer,2312
441,372,bank_transfer,3927
442,373,credit_card,4007
443,374,credit_card,1195
444,375,coupon,3207
445,376,bank_transfer,3225
446,377,coupon,2964
447,378,gift_card,392
448,379,credit_card,1664
449,379,credit_card,3123
450,380,credit_card,3859
451,381,credit_card,491
452,382,credit_card,3126
453,382,bank_transfer,499
454,383,bank_transfer,3445
455,383,credit_card,1635
456,384,bank_transfer,974
457,385,bank_transfer,1384
458,386,coupon,2450
459,387,coupon,2199
460,388,bank_transfer,3955
461,388,credit_card,826
462,389,credit_card,513
463,390,bank_transfer,1028
464,391,bank_transfer,845
465,392,bank_transfer,2673
466,393,coupon,383
467,394,bank_transfer,2304
468,395,gift_card,3750
469,396,gift_card,1769
470,397,credit_card,2683
471,397,bank_transfer,4411
472,398,gift_card,2196
473,398,bank_transfer,600
474,399,bank_transfer,4074
475,400,gift_card,3779
476,401,bank_transfer,1721
477,402,bank_transfer,574
478,403,coupon,1684
479,403,bank_transfer,2534
480,404,credit_card,3535
481,405,credit_card,3594
482,406,credit_card,2387
483,407,bank_transfer,2806
484,408,credit_card,2041
485,409,bank_transfer,2859
486,410,credit_card,2557
487,411,gift_card,3973
488,411,bank_transfer,3646
489,412,credit_card,4635
490,412,coupon,4096
491,413,credit_card,3009
492,413,credit_card,2818
493,414,gift_card,3840
494,415,coupon,4287
495,416,bank_transfer,1592
496,417,credit_card,3500
497,418,bank_transfer,4880
498,419,bank_transfer,4185
499,420,credit_card,880
500,420,credit_card,4538
501,421,credit_card,2590
502,422,coupon,4028
503,423,credit_card,4991
504,424,bank_transfer,3080
505,425,coupon,3602
506,425,gift_card,391
507,426,bank_transfer,4220
508,427,coupon,4603
509,428,coupon,1211
510,429,coupon,1988
511,430,credit_card,4875
512,431,credit_card,1503
513,432,bank_transfer,3546
514,433,gift_card,1983
515,434,bank_transfer,2484
516,435,gift_card,3175
517,436,bank_transfer,2803
518,437,bank_transfer,4562
519,437,coupon,2044
520,438,coupon,4000
521,439,gift_card,3881
522,440,gift_card,1655
523,441,credit_card,227
524,442,gift_card,2936
525,442,gift_card,4001
526,443,bank_transfer,1005
527,444,bank_transfer,3625
528,445,coupon,1747
529,446,bank_transfer,2036
530,447,bank_transfer,4323
531,448,bank_transfer,4874
532,449,credit_card,2862
533,450,credit_card,1563
534,450,bank_transfer,4065
535,451,credit_card,386
536,452,gift_card,3389
537,452,bank_transfer,4388
538,453,gift_card,1522
539,454,credit_card,2160
540,455,coupon,1836
541,456,credit_card,2600
542,457,credit_card,1895
543,458,coupon,3961
544,458,credit_card,3834
545,459,gift_card,1648
546,460,bank_transfer,1110
547,461,gift_card,2913
548,461,gift_card,1504
549,462,coupon,772
550,463,bank_transfer,464
551,464,gift_card,4457
552,465,gift_card,3356
553,466,gift_card,3616
554,467,bank_transfer,4601
555,468,bank_transfer,4575
556,469,coupon,4138
557,470,credit_card,3463
558,471,credit_card,3472
559,472,bank_transfer,3804
560,472,coupon,1216
561,473,credit_card,2350
562,474,gift_card,1115
563,474,bank_transfer,1584
564,475,coupon,2983
565,476,credit_card,4153
566,477,credit_card,995
567,478,bank_transfer,806
568,479,bank_transfer,4226
569,480,gift_card,2329
570,481,credit_card,3842
571,482,gift_card,3889
572,483,bank_transfer,2455
573,484,credit_card,1347
574,484,credit_card,4474
575,485,credit_card,2010
576,486,bank_transfer,3171
577,487,credit_card,1496
578,488,bank_transfer,2696
579,488,coupon,3803
580,489,credit_card,1253
581,490,bank_transfer,2594
582,491,credit_card,2067
583,492,gift_card,1933
584,493,credit_card,1415
585,493,bank_transfer,298
586,494,credit_card,4366
587,495,coupon,4107
588,495,bank_transfer,1595
589,496,bank_transfer,1476
590,497,gift_card,4304
591,497,credit_card,4487
592,498,coupon,4175
593,499,gift_card,4502
594,500,credit_card,4164
595,501,credit_card,730
596,502,credit_card,2733
597,503,credit_card,1429
598,504,bank_transfer,1179
599,505,credit_card,4286
600,506,bank_transfer,299
601,507,credit_card,1859
602,507,credit_card,469
603,508,bank_transfer,1009
604,509,bank_transfer,750
605,510,bank_transfer,4580
606,511,gift_card,850
607,511,gift_card,658
608,512,bank_transfer,4483
609,513,credit_card,2297
610,514,bank_transfer,2207
611,515,bank_transfer,3936
612,516,credit_card,2377
613,517,credit_card,948
614,517,bank_transfer,1756
615,518,credit_card,4480
616,519,credit_card,1901
617,520,credit_card,4997
618,521,coupon,4003
619,521,credit_card,4598
620,522,credit_card,798
621,523,coupon,1153
622,524,credit_card,4099
623,525,credit_card,4643
624,526,credit_card,4191
625,526,credit_card,4863
626,527,bank_transfer,3720
627,528,bank_transfer,3826
628,529,bank_transfer,3937
629,530,credit_card,3535
630,531,credit_card,4235
631,531,bank_transfer,1646
632,532,bank_transfer,4159
633,533,credit_card,2654
634,533,credit_card,4559
635,534,credit_card,2455
636,535,bank_transfer,2729
637,535,bank_transfer,3804
638,536,gift_card,1692
639,537,credit_card,2814
640,538,coupon,4261
641,538,credit_card,1664
642,539,gift_card,3739
643,540,credit_card,3830
644,541,bank_transfer,4612
645,542,credit_card,1090
646,543,credit_card,2716
647,544,credit_card,2821
648,544,gift_card,4545
649,545,credit_card,2658
650,546,credit_card,4877
651,546,bank_transfer,1466
652,547,credit_card,1772
653,548,gift_card,1607
654,549,bank_transfer,1487
655,550,bank_transfer,4081
656,551,gift_card,3615
657,551,gift_card,2406
658,552,credit_card,4066
659,553,credit_card,1387
660,554,credit_card,3099
661,555,coupon,2723
662,556,bank_transfer,3423
663,557,credit_card,3510
664,558,coupon,3096
665,559,coupon,2446
666,560,gift_card,1856
667,561,bank_transfer,2296
668,562,gift_card,3259
669,563,credit_card,3702
670,564,credit_card,4771
671,565,bank_transfer,1833
672,565,gift_card,1961
673,566,bank_transfer,3805
674,566,gift_card,2444
675,567,credit_card,2191
676,568,credit_card,4129
677,569,coupon,576
678,569,gift_card,3395
679,570,credit_card,2494
680,571,bank_transfer,3272
681,571,credit_card,1030
682,572,bank_transfer,3007
683,573,bank_transfer,3226
684,574,credit_card,1109
685,575,credit_card,806
686,576,gift_card,3589
687,577,gift_card,1432
688,578,credit_card,4902
689,578,credit_card,4802
690,579,coupon,2208
691,580,bank_transfer,4677
692,581,bank_transfer,4550
693,582,bank_transfer,379
694,583,gift_card,757
695,584,gift_card,3159
696,585,bank_transfer,1959
697,586,credit_card,4036
698,587,coupon,3167
699,588,credit_card,2321
700,589,bank_transfer,389
701,590,credit_card,3565
702,591,coupon,4184
703,592,gift_card,4528
704,593,bank_transfer,3259
705,594,bank_transfer,3781
706,595,bank_transfer,2879
707,596,coupon,2515
708,596,bank_transfer,2934
709,597,bank_transfer,818
710,598,credit_card,4773
711,598,gift_card,1120
712,599,credit_card,4406
713,599,gift_card,918
714,600,coupon,1763
715,600,gift_card,798
716,601,gift_card,2468
717,602,coupon,1446
718,603,credit_card,1688
719,604,credit_card,3919
720,604,bank_transfer,3742
721,605,coupon,4908
722,606,credit_card,3394
723,607,credit_card,2045
724,608,coupon,1432
725,609,gift_card,2025
726,610,bank_transfer,2875
727,610,bank_transfer,3949
728,611,gift_card,4905
729,612,bank_transfer,4925
730,613,credit_card,1414
731,614,credit_card,1687
732,615,credit_card,4569
733,616,gift_card,523
734,616,gift_card,1243
735,617,credit_card,767
736,617,credit_card,2783
737,618,bank_transfer,1910
738,619,credit_card,1537
739,620,credit_card,2108
740,621,gift_card,3110
741,622,credit_card,3801
742,623,gift_card,3272
743,624,coupon,1908
744,625,credit_card,3860
745,626,coupon,1827
746,627,gift_card,3317
747,628,gift_card,1221
748,628,credit_card,1634
749,629,bank_transfer,4431
750,629,credit_card,1534
751,630,credit_card,4206
752,631,credit_card,2795
753,631,coupon,1764
754,632,credit_card,4352
755,633,coupon,2291
756,634,credit_card,3943
757,634,credit_card,259
758,635,gift_card,3640
759,636,gift_card,1019
760,637,credit_card,2739
761,638,coupon,2663
762,639,bank_transfer,891
763,640,coupon,329
764,641,bank_transfer,2848
765,642,credit_card,2239
766,643,bank_transfer,275
767,644,bank_transfer,1475
768,645,bank_transfer,4048
769,646,credit_card,1918
770,647,credit_card,3598
771,648,coupon,1612
772,649,bank_transfer,1440
773,650,credit_card,1096
774,651,credit_card,4275
775,652,credit_card,3506
776,653,gift_card,2372
777,654,credit_card,433
778,654,gift_card,411
779,655,credit_card,4054
780,656,bank_transfer,1382
781,657,credit_card,4619
782,658,gift_card,4502
783,659,credit_card,1020
784,660,credit_card,2024
785,661,coupon,743
786,662,coupon,4004
787,663,gift_card,4596
788,664,credit_card,205
789,665,coupon,4046
790,666,credit_card,2845
791,667,credit_card,989
792,667,coupon,4237
793,668,credit_card,1230
794,668,credit_card,4416
795,669,gift_card,1368
796,670,bank_transfer,873
797,671,bank_transfer,3508
798,672,bank_transfer,1062
799,673,credit_card,2253
800,674,bank_transfer,2666
801,675,bank_transfer,3985
802,676,bank_transfer,4434
803,676,bank_transfer,2385
804,677,credit_card,3657
805,678,bank_transfer,1389
806,679,bank_transfer,480
807,679,bank_transfer,3354
808,680,gift_card,1821
809,681,credit_card,1371
810,682,gift_card,2148
811,683,coupon,2842
812,684,bank_transfer,4138
813,685,gift_card,3017
814,686,bank_transfer,4928
815,687,coupon,1959
816,688,bank_transfer,2352
817,689,coupon,1165
818,689,bank_transfer,2488
819,690,credit_card,2962
820,690,credit_card,2291
821,691,gift_card,4192
822,692,coupon,990
823,692,bank_transfer,3004
824,693,credit_card,717
825,693,gift_card,3193
826,694,bank_transfer,408
827,695,credit_card,974
828,695,credit_card,3947
829,696,credit_card,4709
830,697,credit_card,3047
831,698,coupon,3773
832,699,credit_card,4334
833,699,credit_card,3456
834,700,credit_card,1360
835,700,gift_card,2017
836,701,credit_card,3099
837,702,bank_transfer,1443
838,702,bank_transfer,4546
839,703,credit_card,4567
840,703,credit_card,4619
841,704,bank_transfer,4548
842,705,credit_card,1500
843,706,bank_transfer,1556
844,707,credit_card,1445
845,707,bank_transfer,3673
846,708,credit_card,600
847,709,credit_card,3393
848,710,coupon,4103
849,710,coupon,2837
850,711,bank_transfer,2657
851,712,credit_card,2258
852,713,bank_transfer,2752
853,713,credit_card,747
854,714,gift_card,3561
855,715,credit_card,4139
856,716,gift_card,2186
857,717,gift_card,1506
858,718,coupon,1784
859,719,gift_card,3070
860,720,credit_card,2462
861,721,coupon,1211
862,722,bank_transfer,1443
863,722,credit_card,3832
864,723,bank_transfer,2456
865,724,credit_card,1160
866,725,credit_card,4494
867,725,credit_card,4059
868,726,bank_transfer,3790
869,727,gift_card,1222
870,728,bank_transfer,3922
871,728,credit_card,776
872,729,credit_card,535
873,730,gift_card,2292
874,731,bank_transfer,4021
875,732,bank_transfer,1579
876,733,gift_card,2584
877,734,bank_transfer,1044
878,735,bank_transfer,3170
879,736,gift_card,4251
880,737,coupon,664
881,738,gift_card,2495
882,739,credit_card,4360
883,740,coupon,2258
884,741,credit_card,305
885,742,bank_transfer,4177
886,743,bank_transfer,4254
887,744,bank_transfer,3753
888,745,credit_card,4196
889,746,bank_transfer,4833
890,746,coupon,4451
891,747,credit_card,1083
892,748,gift_card,1007
893,748,bank_transfer,977
894,749,gift_card,2154
895,750,bank_transfer,3655
896,751,bank_transfer,526
897,752,bank_transfer,3806
898,753,bank_transfer,4482
899,754,coupon,3737
900,755,credit_card,4844
901,756,credit_card,2894
902,757,credit_card,3576
903,758,bank_transfer,3940
904,759,credit_card,3018
905,760,credit_card,2466
906,761,gift_card,591
907,762,coupon,2355
908,763,credit_card,4775
909,764,bank_transfer,2836
910,764,bank_transfer,3487
911,765,gift_card,1609
912,766,gift_card,928
913,767,credit_card,4609
914,768,credit_card,2705
915,769,bank_transfer,940
916,770,credit_card,4273
917,771,gift_card,3335
918,772,credit_card,4176
919,773,credit_card,3786
920,774,gift_card,1504
921,775,credit_card,330
922,776,credit_card,4966
923,777,bank_transfer,4791
924,778,gift_card,4786
925,779,credit_card,3460
926,779,bank_transfer,822
927,780,credit_card,941
928,781,bank_transfer,3514
929,781,gift_card,2357
930,782,bank_transfer,2986
931,783,credit_card,3450
932,783,credit_card,3355
933,784,gift_card,2607
934,785,bank_transfer,873
935,785,credit_card,2041
936,786,gift_card,534
937,787,bank_transfer,1469
938,788,credit_card,4250
939,789,gift_card,1993
940,790,credit_card,3807
941,791,credit_card,301
942,792,credit_card,370
943,793,coupon,3795
944,793,coupon,4757
945,794,bank_transfer,1774
946,794,coupon,1724
947,795,bank_transfer,3473
948,795,bank_transfer,4914
949,796,bank_transfer,2342
950,797,gift_card,2359
951,798,credit_card,3186
952,799,credit_card,4626
953,800,credit_card,1301
954,801,gift_card,2222
955,802,bank_transfer,1254
956,802,credit_card,4357
957,803,bank_transfer,2768
958,804,gift_card,2066
959,805,bank_transfer,4738
960,806,coupon,2404
961,807,gift_card,635
962,807,coupon,3787
963,808,bank_transfer,3773
964,809,credit_card,381
965,810,coupon,4779
966,810,bank_transfer,671
967,811,coupon,1411
968,812,bank_transfer,3103
969,813,bank_transfer,2461
970,814,credit_card,425
971,814,bank_transfer,4220
972,815,bank_transfer,1292
973,816,credit_card,3903
974,817,bank_transfer,2695
975,818,credit_card,4868
976,819,coupon,1381
977,819,gift_card,4620
978,820,credit_card,255
979,820,bank_transfer,633
980,821,bank_transfer,1180
981,822,bank_transfer,721
982,823,coupon,1520
983,823,bank_transfer,1794
984,824,bank_transfer,1669
985,825,credit_card,4254
986,826,credit_card,929
987,827,coupon,4902
988,828,gift_card,3538
989,829,bank_transfer,4086
990,830,gift_card,3012
991,831,credit_card,2749
992,832,credit_card,3725
993,833,coupon,943
994,834,credit_card,3488
995,835,credit_card,3077
996,836,credit_card,3900
997,837,bank_transfer,2311
998,838,bank_transfer,698
999,839,credit_card,3256
1000,839,credit_card,1580
1001,840,bank_transfer,303
1002,841,credit_card,3351
1003,842,credit_card,4853
1004,843,credit_card,768
1005,843,credit_card,1744
1006,844,coupon,1689
1007,844,bank_transfer,1988
1008,845,credit_card,1467
1009,846,credit_card,4902
1010,846,credit_card,3810
1011,847,bank_transfer,1419
1012,848,credit_card,517
1013,849,gift_card,1185
1014,849,gift_card,2753
1015,850,credit_card,3059
1016,851,bank_transfer,4447
1017,852,credit_card,4276
1018,853,bank_transfer,1471
1019,854,credit_card,3924
1020,854,bank_transfer,4689
1021,855,gift_card,3869
1022,856,bank_transfer,4742
1023,857,credit_card,2217
1024,858,credit_card,2161
1025,859,credit_card,3511
1026,860,credit_card,680
1027,861,gift_card,1009
1028,862,credit_card,2825
1029,862,bank_transfer,4812
1030,863,bank_transfer,4557
1031,863,bank_transfer,3429
1032,864,bank_transfer,1846
1033,864,credit_card,2824
1034,865,coupon,1822
1035,866,bank_transfer,3692
1036,867,coupon,3288
1037,868,coupon,395
1038,869,credit_card,2833
1039,870,coupon,3385
1040,870,credit_card,4276
1041,871,gift_card,651
1042,872,gift_card,541
1043,872,credit_card,930
1044,873,bank_transfer,4879
1045,874,credit_card,2769
1046,874,bank_transfer,592
1047,875,credit_card,586
1048,875,credit_card,3353
1049,876,credit_card,4605
1050,877,gift_card,3753
1051,878,bank_transfer,1660
1052,878,bank_transfer,3237
1053,879,credit_card,1008
1054,880,credit_card,2015
1055,881,credit_card,1867
1056,882,credit_card,4878
1057,883,credit_card,570
1058,883,coupon,1887
1059,884,credit_card,238
1060,885,bank_transfer,2909
1061,886,coupon,2070
1062,887,gift_card,3492
1063,888,credit_card,1360
1064,889,credit_card,2315
1065,889,coupon,4873
1066,890,credit_card,2433
1067,891,bank_transfer,283
1068,892,gift_card,3588
1069,893,credit_card,1752
1070,894,credit_card,285
1071,895,credit_card,3879
1072,896,bank_transfer,2026
1073,897,bank_transfer,1137
1074,898,credit_card,4202
1075,899,credit_card,4598
1076,900,credit_card,2301
1077,901,credit_card,4593
1078,902,credit_card,4870
1079,903,credit_card,1178
1080,904,gift_card,1855
1081,905,bank_transfer,4279
1082,906,credit_card,4445
1083,907,coupon,4122
1084,908,credit_card,2073
1085,909,gift_card,3379
1086,910,credit_card,752
1087,911,coupon,3238
1088,912,bank_transfer,1369
1089,913,bank_transfer,536
1090,914,gift_card,1748
1091,914,gift_card,1923
1092,915,credit_card,4859
1093,916,credit_card,2996
1094,917,credit_card,3068
1095,918,credit_card,662
1096,919,coupon,1454
1097,920,bank_transfer,721
1098,921,credit_card,1792
1099,922,bank_transfer,3795
1100,923,gift_card,3808
1101,924,gift_card,2213
1102,925,bank_transfer,2557
1103,925,bank_transfer,1519
1104,926,bank_transfer,2801
1105,927,credit_card,733
1106,928,bank_transfer,4576
1107,929,bank_transfer,1591
1108,930,credit_card,514
1109,931,credit_card,2114
1110,932,coupon,228
1111,933,credit_card,3374
1112,933,gift_card,4844
1113,934,gift_card,2039
1114,935,bank_transfer,4669
1115,936,credit_card,4102
1116,937,bank_transfer,3362
1117,937,credit_card,3368
1118,938,bank_transfer,2146
1119,939,bank_transfer,2248
1120,940,bank_transfer,3927
1121,941,credit_card,3920
1122,942,credit_card,2033
1123,942,credit_card,2549
1124,943,coupon,2307
1125,944,credit_card,371
1126,945,gift_card,2656
1127,946,credit_card,3967
