id,user_id,order_date,status
280,655,2018-01-30,completed
281,688,2018-11-23,completed
282,373,2018-09-20,completed
283,976,2018-01-16,completed
284,870,2018-11-08,returned
285,36,2018-03-06,completed
286,242,2018-11-27,completed
287,371,2018-07-16,placed
288,34,2018-11-06,completed
289,696,2018-08-19,completed
290,381,2018-08-16,completed
291,588,2018-03-12,return_pending
292,376,2018-07-23,completed
293,666,2018-05-23,completed
294,984,2018-02-28,completed
295,754,2018-04-06,returned
296,531,2018-07-18,return_pending
297,121,2018-05-15,completed
298,721,2018-08-17,completed
299,627,2018-05-27,returned
300,205,2018-03-04,completed
301,874,2018-02-07,returned
302,177,2018-08-16,completed
303,830,2018-12-16,completed
304,684,2018-06-27,completed
305,564,2018-10-05,completed
306,913,2018-06-03,completed
307,729,2018-12-30,completed
308,813,2018-07-05,return_pending
309,230,2018-03-04,completed
310,812,2018-03-13,completed
311,810,2018-09-10,completed
312,370,2018-10-11,placed
313,378,2018-08-28,return_pending
314,133,2018-11-10,completed
315,68,2018-06-08,completed
316,735,2018-09-03,return_pending
317,421,2018-07-29,placed
318,76,2018-03-06,completed
319,658,2018-02-07,returned
320,478,2018-12-15,return_pending
321,353,2018-03-07,return_pending
322,656,2018-10-28,completed
323,787,2018-03-08,completed
324,515,2018-01-29,completed
325,531,2018-03-20,completed
326,169,2018-03-24,completed
327,958,2018-12-30,completed
328,355,2018-09-23,completed
329,867,2018-02-10,completed
330,202,2018-11-22,return_pending
331,282,2018-03-06,completed
332,630,2018-10-01,completed
333,515,2018-11-25,completed
334,607,2018-10-25,completed
335,176,2018-12-04,placed
336,738,2018-11-06,completed
337,863,2018-10-16,completed
338,846,2018-01-15,completed
339,47,2018-11-25,placed
340,272,2018-11-30,completed
341,786,2018-10-20,completed
342,633,2018-11-24,completed
343,510,2018-11-18,return_pending
344,297,2018-11-25,completed
345,495,2018-05-06,completed
346,305,2018-08-21,completed
347,706,2018-01-31,completed
348,451,2018-08-01,returned
349,476,2018-04-15,completed
350,622,2018-03-15,completed
351,883,2018-06-13,completed
352,999,2018-07-24,completed
353,779,2018-07-09,return_pending
354,576,2018-02-24,completed
355,248,2018-08-27,completed
356,274,2018-08-19,completed
357,145,2018-02-19,completed
358,298,2018-07-16,placed
359,429,2018-05-08,completed
360,834,2018-06-17,placed
361,739,2018-06-10,completed
362,782,2018-03-23,returned
363,528,2018-08-28,returned
364,901,2018-06-07,returned
365,24,2018-02-16,completed
366,518,2018-08-23,completed
367,221,2018-10-26,completed
368,50,2018-01-26,completed
369,507,2018-11-02,returned
370,293,2018-10-02,completed
371,868,2018-02-25,completed
372,138,2018-05-16,completed
373,783,2018-07-26,completed
374,47,2018-07-25,completed
375,584,2018-10-15,completed
376,372,2018-10-11,completed
377,76,2018-07-17,return_pending
378,462,2018-10-09,completed
379,846,2018-11-16,placed
380,122,2018-03-07,completed
381,404,2018-07-11,completed
382,572,2018-07-07,completed
383,204,2018-11-05,return_pending
384,412,2018-09-14,completed
385,47,2018-01-20,completed
386,731,2018-06-20,returned
387,532,2018-08-22,completed
388,621,2018-09-21,completed
389,336,2018-11-10,completed
390,167,2018-07-21,placed
391,758,2018-06-03,placed
392,345,2018-09-17,return_pending
393,546,2018-09-08,placed
394,307,2018-09-01,completed
395,378,2018-06-19,completed
396,427,2018-10-26,completed
397,816,2018-12-19,completed
398,612,2018-08-31,completed
399,991,2018-12-02,placed
400,592,2018-04-27,completed
401,598,2018-09-03,completed
402,537,2018-11-19,placed
403,794,2018-07-14,completed
404,842,2018-12-15,completed
405,33,2018-10-21,completed
406,196,2018-01-10,returned
407,322,2018-08-03,completed
408,423,2018-12-20,completed
409,421,2018-09-14,placed
410,943,2018-08-30,completed
411,723,2018-03-12,return_pending
412,213,2018-10-15,completed
413,679,2018-09-02,return_pending
414,386,2018-06-10,completed
415,471,2018-09-30,completed
416,560,2018-07-01,completed
417,625,2018-09-05,completed
418,981,2018-05-07,completed
419,572,2018-06-02,completed
420,965,2018-06-02,completed
421,722,2018-04-17,returned
422,325,2018-09-03,completed
423,574,2018-05-21,completed
424,125,2018-10-21,return_pending
425,389,2018-07-22,completed
426,978,2018-03-16,completed
427,44,2018-05-28,completed
428,355,2018-08-15,completed
429,766,2018-09-03,completed
430,207,2018-10-03,completed
431,956,2018-10-15,completed
432,141,2018-02-25,placed
433,759,2018-10-28,completed
434,249,2018-01-26,return_pending
435,232,2018-11-23,completed
436,54,2018-02-21,completed
437,339,2018-08-30,completed
438,698,2018-03-12,completed
439,988,2018-10-09,completed
440,417,2018-12-01,returned
441,489,2018-11-30,completed
442,775,2018-05-28,completed
443,293,2018-11-27,completed
444,930,2018-02-15,placed
445,238,2018-10-01,completed
446,936,2018-03-31,completed
447,904,2018-04-01,completed
448,857,2018-07-23,returned
449,191,2018-05-29,completed
450,10,2018-06-02,placed
451,618,2018-02-24,completed
452,292,2018-08-21,return_pending
453,537,2018-09-10,completed
454,872,2018-09-16,returned
455,280,2018-04-09,completed
456,339,2018-03-25,returned
457,664,2018-05-12,completed
458,15,2018-06-22,completed
459,582,2018-12-12,completed
460,180,2018-11-09,completed
461,847,2018-08-07,return_pending
462,336,2018-02-14,completed
463,686,2018-02-18,completed
464,144,2018-09-02,completed
465,959,2018-05-08,completed
466,268,2018-07-16,completed
467,458,2018-05-17,completed
468,310,2018-10-26,placed
469,12,2018-05-14,completed
470,710,2018-05-01,completed
471,684,2018-03-02,returned
472,315,2018-03-23,completed
473,703,2018-09-15,completed
474,707,2018-03-02,completed
475,377,2018-11-11,completed
476,225,2018-03-10,returned
477,157,2018-08-21,placed
478,383,2018-08-01,return_pending
479,935,2018-08-30,return_pending
480,822,2018-12-07,completed
481,781,2018-05-07,placed
482,895,2018-02-11,return_pending
483,458,2018-09-28,completed
484,80,2018-10-16,completed
485,64,2018-10-08,return_pending
486,208,2018-10-21,return_pending
487,154,2018-03-26,completed
488,875,2018-09-24,returned
489,120,2018-12-15,completed
490,735,2018-10-26,returned
491,94,2018-09-19,returned
492,829,2018-01-29,returned
493,136,2018-09-20,completed
494,468,2018-10-16,completed
495,573,2018-08-25,completed
496,741,2018-01-12,completed
497,261,2018-01-02,completed
498,593,2018-02-07,completed
499,434,2018-06-26,completed
500,555,2018-01-31,completed
501,957,2018-08-30,completed
502,294,2018-07-29,completed
503,788,2018-03-11,completed
504,384,2018-07-15,returned
505,891,2018-07-13,completed
506,83,2018-12-16,return_pending
507,137,2018-12-01,completed
508,122,2018-04-02,return_pending
509,403,2018-09-28,completed
510,746,2018-04-25,completed
511,775,2018-01-12,completed
512,475,2018-12-11,return_pending
513,435,2018-09-30,completed
514,844,2018-04-28,completed
515,472,2018-06-27,completed
516,283,2018-04-07,completed
517,33,2018-12-05,completed
518,630,2018-01-09,completed
519,212,2018-02-04,completed
520,609,2018-01-18,returned
521,613,2018-12-11,completed
522,251,2018-01-23,completed
523,450,2018-04-30,return_pending
524,223,2018-01-29,completed
525,516,2018-05-29,completed
526,836,2018-10-22,completed
527,592,2018-11-03,completed
528,243,2018-06-04,completed
529,677,2018-09-24,completed
530,424,2018-06-03,completed
531,63,2018-10-13,placed
532,901,2018-03-31,completed
533,570,2018-09-11,completed
534,996,2018-06-26,completed
535,805,2018-09-26,completed
536,714,2018-08-02,completed
537,153,2018-06-03,completed
538,189,2018-10-03,returned
539,247,2018-04-26,completed
540,879,2018-12-29,completed
541,826,2018-08-26,completed
542,576,2018-07-31,completed
543,571,2018-09-29,completed
544,398,2018-05-05,completed
545,209,2018-06-19,completed
546,945,2018-08-19,completed
547,95,2018-10-02,completed
548,53,2018-05-18,completed
549,690,2018-11-06,placed
550,41,2018-02-07,completed
551,824,2018-10-28,return_pending
552,223,2018-09-03,completed
553,891,2018-06-20,completed
554,980,2018-01-08,completed
555,960,2018-04-08,completed
556,765,2018-09-03,completed
557,713,2018-11-06,completed
558,407,2018-05-03,return_pending
559,330,2018-05-25,completed
560,478,2018-10-01,completed
561,316,2018-05-14,completed
562,526,2018-09-12,returned
563,101,2018-08-29,completed
564,937,2018-04-15,completed
565,321,2018-07-31,completed
566,577,2018-04-24,completed
567,17,2018-05-14,return_pending
568,958,2018-10-27,placed
569,738,2018-08-02,completed
570,157,2018-04-11,completed
571,236,2018-07-14,placed
572,854,2018-05-06,returned
573,564,2018-12-02,completed
574,264,2018-09-08,returned
575,472,2018-03-28,completed
576,174,2018-03-13,return_pending
577,501,2018-04-05,return_pending
578,658,2018-01-31,return_pending
579,35,2018-02-08,completed
580,783,2018-01-04,completed
581,141,2018-11-19,completed
582,70,2018-12-29,completed
583,10,2018-04-22,return_pending
584,467,2018-07-11,completed
585,633,2018-11-23,placed
586,935,2018-09-05,returned
587,17,2018-01-04,return_pending
588,565,2018-07-30,completed
589,18,2018-09-29,completed
590,549,2018-05-27,completed
591,515,2018-12-24,completed
592,826,2018-04-02,completed
593,941,2018-02-19,return_pending
594,153,2018-05-04,completed
595,635,2018-09-27,completed
596,835,2018-07-01,completed
597,815,2018-07-23,completed
598,383,2018-07-27,returned
599,579,2018-05-05,completed
600,308,2018-12-17,completed
601,670,2018-11-29,completed
602,96,2018-07-27,completed
603,387,2018-10-10,returned
604,58,2018-11-23,completed
605,720,2018-03-29,completed
606,512,2018-08-11,completed
607,580,2018-02-18,return_pending
608,942,2018-01-22,completed
609,217,2018-12-21,placed
610,487,2018-05-19,completed
611,947,2018-02-08,completed
612,921,2018-10-06,placed
613,674,2018-01-17,completed
614,952,2018-06-11,completed
615,985,2018-04-17,placed
616,148,2018-12-31,completed
617,952,2018-02-09,completed
618,167,2018-10-16,completed
619,581,2018-07-19,return_pending
620,340,2018-07-16,completed
621,810,2018-12-19,completed
622,513,2018-06-27,completed
623,101,2018-08-12,completed
624,859,2018-02-08,completed
625,620,2018-11-11,placed
626,407,2018-06-17,completed
627,650,2018-05-20,returned
628,503,2018-04-27,completed
629,567,2018-07-12,completed
630,191,2018-12-15,placed
631,677,2018-07-14,completed
632,791,2018-11-13,completed
633,818,2018-05-07,completed
634,85,2018-05-18,completed
635,390,2018-12-31,completed
636,758,2018-07-19,completed
637,370,2018-02-24,completed
638,6,2018-06-07,returned
639,369,2018-05-19,completed
640,136,2018-02-14,completed
641,442,2018-08-18,return_pending
642,569,2018-09-20,completed
643,106,2018-01-14,completed
644,363,2018-10-11,completed
645,612,2018-11-03,completed
646,885,2018-07-17,completed
647,299,2018-07-31,completed
648,798,2018-02-13,return_pending
649,927,2018-05-05,placed
650,534,2018-03-28,completed
651,174,2018-03-13,completed
652,309,2018-05-18,returned
653,150,2018-02-02,completed
654,446,2018-05-22,completed
655,307,2018-09-05,completed
656,370,2018-05-09,completed
657,739,2018-11-17,returned
658,609,2018-11-12,completed
659,469,2018-02-24,completed
660,312,2018-01-04,completed
661,341,2018-11-14,completed
662,824,2018-06-18,returned
663,343,2018-08-09,placed
664,140,2018-06-03,completed
665,618,2018-12-22,completed
666,491,2018-06-10,completed
667,988,2018-07-23,completed
668,299,2018-12-22,returned
669,991,2018-10-22,completed
670,334,2018-07-12,completed
671,837,2018-07-21,completed
672,117,2018-10-16,completed
673,607,2018-10-07,completed
674,699,2018-10-09,completed
675,976,2018-08-25,completed
676,449,2018-05-30,completed
677,839,2018-07-29,returned
678,143,2018-11-21,completed
679,248,2018-05-10,completed
680,733,2018-08-05,completed
681,76,2018-08-18,placed
682,491,2018-10-26,completed
683,548,2018-09-17,completed
684,557,2018-01-19,completed
685,719,2018-10-02,placed
686,654,2018-02-13,completed
687,788,2018-05-08,completed
688,171,2018-11-28,placed
689,46,2018-10-16,completed
690,991,2018-06-19,completed
691,109,2018-01-06,completed
692,265,2018-04-24,return_pending
693,765,2018-09-23,return_pending
694,595,2018-12-19,placed
695,227,2018-08-17,completed
696,401,2018-08-26,placed
697,708,2018-09-14,completed
698,354,2018-01-13,returned
699,108,2018-06-01,completed
700,943,2018-02-13,completed
701,852,2018-03-14,completed
702,320,2018-06-25,returned
703,804,2018-04-16,return_pending
704,495,2018-06-28,returned
705,100,2018-08-13,returned
706,327,2018-02-04,completed
707,46,2018-12-30,completed
708,24,2018-06-25,completed
709,694,2018-03-26,completed
710,529,2018-03-31,return_pending
711,164,2018-06-19,return_pending
712,437,2018-08-25,completed
713,817,2018-07-27,completed
714,191,2018-11-24,completed
715,406,2018-01-15,placed
716,905,2018-04-12,returned
717,607,2018-08-08,completed
718,5,2018-12-27,completed
719,211,2018-05-23,completed
720,592,2018-02-22,return_pending
721,192,2018-07-07,completed
722,202,2018-08-23,completed
723,269,2018-12-10,returned
724,541,2018-11-24,completed
725,612,2018-07-18,placed
726,402,2018-10-28,completed
727,357,2018-06-30,returned
728,633,2018-03-30,completed
729,941,2018-11-11,placed
730,87,2018-12-11,completed
731,321,2018-03-02,completed
732,313,2018-03-01,completed
733,383,2018-12-22,completed
734,524,2018-07-18,completed
735,611,2018-03-12,placed
736,393,2018-08-05,completed
737,499,2018-11-22,return_pending
738,711,2018-11-27,completed
739,569,2018-03-27,returned
740,296,2018-03-13,completed
741,323,2018-08-19,placed
742,55,2018-07-03,completed
743,497,2018-03-11,completed
744,835,2018-07-16,return_pending
745,518,2018-12-01,returned
746,419,2018-12-17,returned
747,426,2018-12-30,returned
748,501,2018-03-27,completed
749,579,2018-01-16,completed
750,300,2018-01-17,completed
751,231,2018-10-03,completed
752,173,2018-08-23,placed
753,761,2018-09-11,return_pending
754,524,2018-02-27,placed
755,117,2018-05-18,return_pending
756,844,2018-07-07,return_pending
757,843,2018-01-22,returned
758,560,2018-04-22,completed
759,105,2018-12-01,completed
760,305,2018-01-17,returned
761,270,2018-06-28,completed
762,450,2018-03-02,completed
763,215,2018-10-29,completed
764,882,2018-12-30,placed
765,648,2018-08-08,completed
766,631,2018-03-13,completed
767,834,2018-04-16,completed
768,584,2018-06-29,return_pending
769,288,2018-11-02,return_pending
770,173,2018-06-15,completed
771,297,2018-10-21,completed
772,976,2018-09-21,completed
773,139,2018-07-30,completed
774,284,2018-12-02,completed
775,719,2018-03-09,completed
776,150,2018-12-31,completed
777,849,2018-05-07,completed
778,502,2018-03-14,placed
779,648,2018-05-18,completed
780,385,2018-08-20,completed
781,649,2018-02-17,completed
782,528,2018-05-23,completed
783,466,2018-09-07,completed
784,596,2018-01-02,completed
785,749,2018-08-23,completed
786,871,2018-02-02,return_pending
787,408,2018-04-22,completed
788,845,2018-04-19,returned
789,275,2018-06-15,completed
790,346,2018-10-08,placed
791,134,2018-10-17,returned
792,808,2018-06-25,completed
793,48,2018-02-20,returned
794,17,2018-03-05,completed
795,452,2018-08-22,completed
796,982,2018-08-08,completed
797,706,2018-03-09,completed
798,163,2018-05-21,completed
799,671,2018-07-04,completed
800,85,2018-07-10,completed
801,54,2018-07-22,completed
802,744,2018-12-25,completed
803,440,2018-12-02,completed
804,721,2018-02-18,completed
805,219,2018-09-02,completed
806,136,2018-10-31,completed
807,532,2018-12-15,returned
808,10,2018-01-05,completed
809,837,2018-03-03,completed
810,711,2018-03-09,returned
811,73,2018-04-28,completed
812,92,2018-02-22,completed
813,321,2018-07-08,completed
814,141,2018-07-15,completed
815,657,2018-12-13,completed
816,71,2018-09-29,placed
817,9,2018-11-09,completed
818,451,2018-06-29,completed
819,644,2018-03-19,completed
820,631,2018-12-18,returned
821,881,2018-04-22,completed
822,919,2018-02-21,completed
823,771,2018-03-05,placed
824,748,2018-07-16,completed
825,987,2018-08-08,completed
826,811,2018-03-13,completed
827,284,2018-11-27,completed
828,255,2018-10-11,placed
829,615,2018-11-08,completed
830,798,2018-12-20,completed
831,869,2018-12-04,completed
832,211,2018-09-23,placed
833,522,2018-04-07,completed
834,303,2018-11-27,completed
835,803,2018-05-03,returned
836,396,2018-02-27,completed
837,512,2018-11-23,placed
838,73,2018-09-28,completed
839,370,2018-06-12,completed
840,397,2018-10-19,completed
841,375,2018-10-07,completed
842,782,2018-08-30,completed
843,18,2018-10-28,completed
844,15,2018-05-15,completed
845,41,2018-01-31,completed
846,519,2018-05-27,return_pending
847,786,2018-08-01,completed
848,719,2018-07-25,completed
849,656,2018-10-02,return_pending
850,631,2018-03-20,completed
851,86,2018-06-08,completed
852,524,2018-04-15,completed
853,550,2018-06-17,completed
854,601,2018-11-21,completed
855,318,2018-12-24,completed
856,748,2018-05-03,completed
857,251,2018-02-14,completed
858,119,2018-08-21,placed
859,624,2018-01-29,completed
860,683,2018-12-03,completed
861,123,2018-01-07,completed
862,719,2018-01-06,completed
863,509,2018-06-27,return_pending
864,530,2018-05-13,completed
865,381,2018-03-06,completed
866,751,2018-03-02,completed
867,344,2018-08-08,completed
868,537,2018-02-02,completed
869,730,2018-10-23,completed
870,509,2018-08-22,return_pending
871,369,2018-01-29,returned
872,880,2018-10-18,completed
873,377,2018-03-22,completed
874,792,2018-02-22,placed
875,691,2018-03-01,completed
876,759,2018-09-18,completed
877,46,2018-01-07,completed
878,48,2018-08-30,completed
879,393,2018-03-18,completed
880,954,2018-01-19,return_pending
881,823,2018-12-02,completed
882,230,2018-06-14,completed
883,427,2018-06-13,completed
884,846,2018-02-09,placed
885,382,2018-03-03,return_pending
886,690,2018-01-27,completed
887,229,2018-09-22,completed
888,977,2018-07-25,completed
889,899,2018-08-27,completed
890,793,2018-06-09,completed
891,89,2018-10-11,returned
892,9,2018-07-08,completed
893,299,2018-10-16,completed
894,758,2018-11-15,completed
895,476,2018-07-08,placed
896,996,2018-09-10,completed
897,751,2018-10-07,completed
898,155,2018-01-04,completed
899,25,2018-04-30,return_pending
900,355,2018-11-22,completed
901,974,2018-06-21,completed
902,778,2018-12-03,completed
903,870,2018-06-07,completed
904,211,2018-09-29,completed
905,430,2018-09-09,completed
906,996,2018-03-14,completed
907,96,2018-01-23,completed
908,919,2018-09-24,completed
909,718,2018-07-10,returned
910,998,2018-02-13,placed
911,98,2018-09-16,completed
912,653,2018-07-21,completed
913,607,2018-10-18,completed
914,446,2018-12-06,completed
915,243,2018-05-30,completed
916,872,2018-06-11,completed
917,718,2018-06-17,completed
918,464,2018-05-20,completed
919,77,2018-04-14,completed
920,799,2018-10-27,completed
921,160,2018-02-24,completed
922,461,2018-08-27,completed
923,417,2018-03-03,return_pending
924,367,2018-04-17,returned
925,316,2018-08-26,completed
926,873,2018-03-03,completed
927,162,2018-12-18,completed
928,847,2018-12-27,placed
929,42,2018-04-21,completed
930,152,2018-02-16,completed
931,992,2018-07-02,completed
932,526,2018-01-26,completed
933,267,2018-03-31,completed
934,975,2018-07-27,returned
935,570,2018-10-09,completed
936,97,2018-08-25,completed
937,824,2018-03-13,completed
938,13,2018-02-01,completed
939,134,2018-04-12,completed
940,382,2018-12-18,completed
941,597,2018-10-28,completed
942,940,2018-02-08,completed
943,67,2018-04-12,returned
944,829,2018-03-07,completed
945,927,2018-06-19,completed
946,44,2018-08-25,completed
947,173,2018-10-21,completed
948,842,2018-07-22,returned
949,31,2018-07-15,completed
950,177,2018-07-01,completed
951,931,2018-04-06,completed
952,287,2018-08-17,completed
953,36,2018-11-11,placed
954,632,2018-05-06,completed
955,511,2018-07-30,return_pending
956,491,2018-02-01,completed
957,287,2018-07-16,completed
958,430,2018-04-13,return_pending
959,256,2018-11-19,return_pending
960,814,2018-01-10,completed
961,801,2018-07-03,returned
962,558,2018-09-06,completed
963,935,2018-10-17,return_pending
964,330,2018-07-18,completed
965,185,2018-01-14,completed
966,612,2018-04-23,completed
967,918,2018-05-24,completed
968,829,2018-08-30,return_pending
969,367,2018-10-27,completed
970,998,2018-03-23,completed
971,254,2018-12-03,completed
972,273,2018-10-01,completed
973,783,2018-04-23,placed
974,867,2018-07-18,completed
975,958,2018-03-30,completed
976,243,2018-10-31,completed
977,826,2018-12-24,completed
978,936,2018-10-30,completed
979,721,2018-12-25,completed
980,971,2018-10-18,placed
981,146,2018-10-16,completed
982,857,2018-09-10,return_pending
983,317,2018-03-31,returned
984,39,2018-02-16,completed
985,239,2018-11-05,completed
